Year,Week,Need State,Amount
2023,31,Need State 6,748389.0
2023,32,Need State 6,597834.0
2023,33,Need State 6,597742.5
2023,34,Need State 6,550413.75
2023,35,Need State 6,645942.0
2023,36,Need State 6,630081.0
2023,37,Need State 6,517164.0
2023,38,Need State 6,600510.75
2023,39,Need State 6,526870.5
2023,40,Need State 6,572774.25
2023,41,Need State 6,527268.0
2023,42,Need State 6,0.0
2023,43,Need State 6,0.0
2023,44,Need State 6,0.0
2023,45,Need State 6,0.0
2023,46,Need State 6,0.0
2023,47,Need State 6,0.0
2023,48,Need State 6,0.0
2023,49,Need State 6,0.0
2023,50,Need State 6,0.0
2023,51,Need State 6,0.0
2023,52,Need State 6,0.0
